"","district","distlong","party","incfirst","inclast","pronounce","pronounceipa","firstelect","birthyr","gender","race","religion","lgbt","pre16inc","demH16","repH16","demH14","repH14","dem2p12","rep2p12","clinton16","trump16","obama12","romney12","obama08","mccain08","cens10white","cens10black","cens10latino","cens10aapi","cens10native","cens10other","acs16ba","acs16barank","acs16whiteba","acs16whitebarank","medinc","incrank","popvote16","hrcvote16","djtvote16","popvote12","bhovote12","mrvote12","popvote08","bhovote08","jmvote08","popHvote16","demHvote16","repHvote16","otherHvote16","popHvote14","demHvote14","repHvote14","otherHvote14","demH2p12","repH2p12","pop","popWhite","popBlack","popLatino","popAAPI","popNative","popOther","vap","vapWhite","vapBlack","vapLatino","vapAAPI","vapNative","vapOther","land.area","popdens"
"153","IL-17","Illinois 17th","Democratic","Cheri","Bustos","(SHAIR-ee BOO-stohs)","/'_€Ä_.Ä_i 'bu.sto__s/","2012",1961,"Woman","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",60.3,39.7,"55.5",44.5,"53.3",46.7,46.7,47.4,57.6,40.6,60,38.5,81.7,9.6,6.4,1,0.2,1.1,18.7,402,20.5,414,45360,366,287103,133999,136017,294701,169702,119753,309647,185705,119094,287068,173125,113943,0,199361,110560,88785,16,153519,134623,712708,554098,77951,57761,7493,1433,13972,545747,445791,52482,34935,5651,1154,5734,6933.08,102.798179164239
"154","IL-18","Illinois 18th","Republican","Darin","LaHood","(DAIR-in luh-HOOD)","/'dÄ_.Ä_ÄÈn lÄ».'h__d/","2015 Special",1968,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",27.9,72.1,"25.3",74.7,"25.8",74.2,33.3,60.6,37.4,60.7,44.1,54.4,91.7,3.4,1.9,2,0.2,0.8,31.7,170,31,250,60857,174,347134,115442,210529,334302,125036,202785,345204,152164,187626,347283,96770,250506,7,246740,62377,184363,0,85164,244467,712949,644226,25551,16720,15286,1161,10005,547688,502334,18770,10546,10975,864,4199,10515.95,67.7969180150153
"155","IN-01","Indiana 1st","Democratic","Pete","Visclosky","(PEET vi-SKLOW-skee) [OW as in cow]","/pit vÄÈ.'skla__.ski/","1984",1949,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",81.5,0,"60.8",35.8,"67.3",32.7,54.1,41.5,61.2,37.4,63.3,35.8,67.8,18.2,11.7,1.2,0.2,0.9,22.6,343,25.8,338,56370,216,300283,162358,124638,297470,182021,111217,307118,194518,109940,254583,207515,0,47068,142293,86579,51000,4714,187743,91291,719572,459201,140935,99421,8425,1438,10152,539744,365848,98416,63019,6532,1068,4861,1157.02,621.918376518988
"156","IN-02","Indiana 2nd","Republican","Jackie","Walorski","(JACK-ee wuh-LORE-skee)","/'d_Íí_.ki wÄ».'lÄîÄ_.ski/","2012",1963,"Woman","White - Non-Hispanic","Christian - Evangelical Protestant","No","Re-elected",36.9,59.3,"38.3",58.9,"49.3",50.7,36.1,59.3,42.1,56.1,49.6,49.3,85.2,6,6.3,1.1,0.3,1,20.8,373,22.1,399,51292,285,275928,99496,163527,276012,116324,154841,293830,145652,144955,277357,102401,164355,10601,145200,55590,85583,4027,130113,134033,721243,590503,47848,59526,8058,2138,13170,536097,456670,32369,34000,6065,1609,5384,3958.58,182.197404119659
"157","IN-03","Indiana 3rd","Republican","Jim","Banks","(JIM BAYNKS)","/d_ÍÄÈm beÄÈÅ†ks/","2016",1979,"Man","White - Non-Hispanic","Christian - Protestant","No","Open - Ran for Senate and lost in primary",23,70.1,"26.7",65.8,"33",67,30.1,65.1,35.7,62.5,43,56,87.8,5.4,4.2,1.4,0.3,0.9,22.9,334,23.8,376,51453,280,291173,87697,189573,287231,102534,179628,294424,126595,164895,287247,66023,201396,19828,148793,39771,97892,11130,92363,187872,720169,613567,42520,38919,11518,1773,11872,526624,462130,28444,22235,7612,1329,4874,4180.37,172.273985317089
"158","IN-04","Indiana 4th","Republican","Todd","Rokita","(TAHD roh-KEE-tuh)","/tÄïd Ä_o__.'ki.Ä_Ä»/","2010",1970,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",30.5,64.6,"33.1",66.9,"35.5",64.5,30.2,64.3,36.9,60.9,44.6,54.2,89.5,2.9,4.1,2.4,0.2,0.9,26,275,26.6,320,53996,242,302370,91264,194402,279662,103103,170245,300714,134036,162956,299434,91256,193412,14766,142054,47056,94998,0,93015,168688,720466,632668,22272,37835,16067,1471,10153,546655,489418,15709,22492,13226,1143,4667,6352.55,113.413668526812
"159","IN-05","Indiana 5th","Republican","Susan","Brooks","(SOO-zin BROOKS)","/'su.zÄÈn bÄ___ks/","2012",1960,"Woman","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",34.3,61.5,"30.8",65.2,"39.2",60.8,41.3,53.1,40.7,57.5,46.6,52.6,85,7.8,3.4,2.6,0.2,1,45,43,45.9,87,67461,117,363584,150081,192998,342165,139300,196744,342865,159614,180400,361135,123849,221957,15329,161440,49756,105277,6407,125347,194570,719224,595709,58522,30396,19889,1269,13439,535579,455116,41728,18438,14004,986,5307,1924.76,373.669444502172
"160","IN-06","Indiana 6th","Republican","Luke","Messer","(LOOK MEH-ser)","/luk 'mÄ_.sÄ»Ä_/","2012",1969,"Man","White - Non-Hispanic","Christian - Presbyterian","No","Re-elected",26.7,69.1,"29.3",65.9,"37.3",62.7,27.4,67.7,37.3,60.4,43.6,55,93.9,2.4,1.8,0.9,0.2,0.8,20.7,375,20.2,417,51033,288,301524,82498,204129,285361,106371,172456,305271,133163,167842,296385,79135,204920,12330,155071,45509,102187,7375,96678,162613,720728,668898,17551,16804,6567,1307,9601,548538,515269,12954,9915,4957,1034,4409,6206.83,116.118533937614
"161","IN-07","Indiana 7th","Democratic","Andre","Carson","(AHN-dray CAR-suhn)","/'Äïn.dÄ_eÄÈ 'kÄïÄ_.sÄ»n/","2008 Special",1974,"Man","Black - African-American","Muslim","No","Re-elected",60,35.7,"54.7",41.8,"62.9",37.1,59,36.2,62.9,35.3,66.3,32.8,61.5,26.7,8.1,1.9,0.3,1.4,23.5,321,29.4,278,41429,402,264325,156015,95625,262188,164902,92674,279737,185588,91870,264670,158739,94456,11475,112261,61443,46887,3931,162122,95828,720893,410849,205537,71318,13679,1691,17819,533492,328278,142583,43356,10385,1345,7545,303.84,2372.60729331227
"162","IN-08","Indiana 8th","Republican","Larry","Bucshon","(LAIR-ee boo-SHAHN)","/'lÄ_Ä».Ä_i bu.'_€Äïn/","2010",1962,"Man","White - Non-Hispanic","Christian - Lutheran","No","Re-elected",31.7,63.7,"35.8",60.3,"44.6",55.4,30.9,64.6,39.6,58.4,48.1,50.6,92.7,3.9,1.6,0.8,0.2,0.8,21.3,363,21.5,404,50261,305,300621,92844,194208,294054,116465,171648,309712,149097,156720,294713,93356,187702,13655,171315,61384,103344,6587,123741,153765,721206,659549,28639,14792,6226,1524,10476,554038,513492,21414,8997,4623,1203,4309,7255.39,99.4027888232059
"163","IN-09","Indiana 9th","Republican","Trey","Hollingsworth","(CHRAY HAH-leengz-werth)","/t_€Ä_eÄÈ 'hÄï.lÄÈÅ†gz.wÄ»Ä_‘Ÿ'","2016",1983,"Man","White - Non-Hispanic","Christian - Protestant","No","Open - Ran for Senate and won",40.5,54.1,"33.7",62.2,"44.6",55.4,34.2,61.1,40.7,57.2,46.2,52.7,92.1,2.4,2.3,1.9,0.2,1,26.3,270,26.3,328,55078,230,324475,110835,198106,303390,123436,173433,315274,145776,166069,322843,130627,174791,17425,163387,55016,101594,6777,132848,165332,720301,655509,18316,20696,12868,1554,11358,554737,511111,13388,12917,10502,1231,5588,4486.77,160.538873176026
"164","KS-01","Kansas 1st","Republican","Roger","Marshall","(RAH-jer MAR-shuhl)","/'Ä_Äï.d_ÍÄ»Ä_ 'mÄïÄ_._€Ä»l/","2016",1960,"Man","White - Non-Hispanic","Christian - Nondenominational","No","Open - Lost Primary",0,65.9,"32",68,"0",100,24.3,69.3,27.6,70.1,31,67.2,83,2.7,11.1,1.6,0.4,1.1,23.9,311,26.1,331,48156,338,264764,64389,183448,263027,72699,184288,282699,87634,189890,257971,0,169992,87979,204161,65397,138764,0,0,211337,713394,565705,19788,101043,10692,3162,13004,536568,445393,14611,59726,8456,2353,6029,52542.5,13.5774658609697
"165","KS-02","Kansas 2nd","Republican","Lynn","Jenkins","(LIN JAYN-kuhnz)","/lÄÈn 'd_ÍeÄÈÅ†.kÄ»nz/","2008",1963,"Woman","White - Non-Hispanic","Christian - Methodist","No","Re-elected",32.6,60.9,"38.6",57,"40.7",59.3,37.4,55.8,42.2,55.4,45.3,52.8,86.5,4.5,4.4,1.4,1.5,1.8,29.2,216,30.2,269,51778,270,295657,110596,165000,294487,124370,163082,322079,145750,170059,297401,96840,181228,19333,225686,87153,128742,9791,113089,164618,712614,600203,32829,39907,9179,10829,19667,543270,469720,24346,24143,7446,7961,9654,14143.34,50.3851282653178
"166","KS-03","Kansas 3rd","Republican","Kevin","Yoder","(KEV-in YOH-der)","/'kÄ_.vÄÈn 'jo__.Ä_Ä»Ä_/","2010",1976,"Man","White - Non-Hispanic","Christian - Methodist","No","Re-elected",40.6,51.3,"39.9",60,"0",100,47.2,46,44.3,53.8,48.8,49.9,76.8,8.4,9.4,3.7,0.4,1.4,47.4,33,52.3,48,71562,84,341967,161479,157304,330486,146406,177886,346297,168907,172831,343113,139300,176022,27791,224280,89584,134493,203,0,201087,713788,525585,62159,80942,26960,2485,15657,522489,401428,43778,49214,19105,1857,7107,757.2,942.667723190703
"167","KS-04","Kansas 4th","Republican","Ron","Estes","(RAHN ES-tis)","/Ä_Äïn 'Ä_s.tÄÈs/","2017 Special",1956,"Man","White - Non-Hispanic","Christian - Presbyterian","No","Re-elected",29.6,60.7,"33.3",66.7,"33.7",66.3,33,60.2,36.1,61.6,39.5,58.6,79.3,6.4,8.6,3.1,0.9,1.7,29.5,212,32,237,52054,266,274547,90541,165266,267116,96433,164553,284727,112474,166876,275251,81495,166998,26758,208153,69396,138757,0,81770,161094,713265,539001,47921,78150,22114,6592,19487,523820,415608,33414,44859,16289,4825,8825,14315.68,49.8240390955931
"168","KY-01","Kentucky 1st","Republican","James","Comer","(JAYMZ KOH-mer)","/d_ÍeÄÈmz 'ko__.mÄ»Ä_/","2016",1943,"Man","White - Non-Hispanic","Christian - Southern Baptist","No","Vacant (Ed Whitfield) - Resigned After Retiring",27.3,72.6,"26.9",73.1,"30.4",69.6,23.9,72.4,32.1,66.4,36.9,61.6,89.9,6.5,2,0.5,0.2,0,15.7,421,16.1,432,40253,416,310299,74179,224657,296791,95273,197074,301253,111030,185529,299001,81710,216959,332,236618,63596,173022,0,87199,199956,723331,638962,49550,18499,4009,1476,544,554556,498650,36174,10893,3040,1192,179,12079.5,59.8808725526719
"169","KY-02","Kentucky 2nd","Republican","Brett","Guthrie","(BRETT GUH-three)","/bÄ_Ä_t 'g_ë.‘ŸÄ_i/","2008",1964,"Man","White - Non-Hispanic","Christian - Restorationist","No","Re-elected",0,100,"30.8",69.2,"33",67,27.6,67.5,35.1,63.3,37.2,61.5,90.3,5.2,2.3,1.1,0.3,0,20.9,369,21.1,407,49960,313,324512,89563,219152,294280,103432,186207,299109,111139,183813,251825,0,251825,0,226834,69898,156936,0,89541,181508,724739,642527,38566,21050,8305,1752,805,548073,494678,28374,12467,6004,1388,270,7177.44,100.974581466372
"170","KY-03","Kentucky 3rd","Democratic","John","Yarmuth","(JAHN YAR-muhth","/d_ÍÄïn 'jÄïÄ_.mÄ»‘Ÿ/","2006",1947,"Man","White - Non-Hispanic","Jewish","No","Re-elected",63.5,36.5,"63.5",35.6,"64.9",35.1,54.9,39.9,55.7,42.8,56.2,42.8,73.5,19.2,3.8,2.1,0.2,0.1,30.9,181,34.6,193,51070,287,340043,186549,135714,328389,183015,140539,343778,193236,147121,334494,212401,122093,0,247355,157056,87981,2318,206385,111452,723136,506794,151669,32131,15841,1454,1232,556038,408636,106590,21200,11559,1166,534,319.34,2264.47047034509
"171","KY-04","Kentucky 4th","Republican","Thomas","Massie","(TAH-muhs MASS-ee)","/'tÄï.mÄ»s 'mí_.si/","2012 Special",1971,"Man","White - Non-Hispanic","Christian - Methodist","No","Re-elected",28.7,71.3,"32.3",67.7,"36",64,29.3,65.2,34.8,63.4,37,61.5,92.5,3.1,2.3,1,0.2,0.1,28.3,228,28.3,297,60912,172,337149,98664,219749,311035,108328,197131,312017,115487,191855,327987,94065,233922,0,222158,71694,150464,0,104734,186036,722466,658904,23007,20832,7570,1269,814,539855,499571,16877,12654,5266,1033,288,4382.19,164.86414327083
"172","KY-05","Kentucky 5th","Republican","Hal","Rogers","(HAL RAH-jerz)","/hí_l 'Ä_Äï.d_ÍÄ»Ä_z/","1980",1937,"Man","White - Non-Hispanic","Christian - Southern Baptist","No","Re-elected",0,100,"21.7",78.3,"22.1",77.9,17.5,79.6,23.2,75,31.6,66.6,96.5,1.4,0.9,0.3,0.2,0,12.4,428,12.5,435,30585,434,278383,48628,221558,261483,60785,196167,261555,82637,174307,221242,0,221242,0,218967,47617,171350,0,55447,195408,723534,696306,9622,7783,2312,1301,247,559487,539975,8078,5012,1669,1080,93,11235.15,64.3991401983952
"173","KY-06","Kentucky 6th","Republican","Andy","Barr","(ANN-dee BAR)","/'í_n.di bÄïÄ_/","2012",1973,"Man","White - Non-Hispanic","Christian - Episcopalian","No","Re-elected",38.9,61.1,"40",60,"48",52,39.4,54.7,42.2,55.8,44.8,53.7,85.3,8.1,3.7,1.7,0.2,0.1,31.7,170,33.1,222,50659,297,333012,131271,182141,304861,128537,170076,308776,138456,165837,330827,128728,202099,0,245694,98290,147404,0,141438,153222,722156,602157,60661,32541,12375,1390,992,557982,476004,45022,20661,9321,1113,397,4292.72,168.228069848488
"174","LA-01","Louisiana 1st","Republican","Steve","Scalise","(STEEV skuh-LEES)","/stiv skÄ».'lis/","2008 Special",1965,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",19.5,74.6,"18.9",77.6,"22",78,26.7,68.7,26.9,70.9,25.3,72.7,76.6,11.7,7.3,2,1.2,1.2,30.3,191,33.4,215,56938,210,356482,95169,244907,332923,89418,235877,321682,81515,233789,326788,63785,243645,19358,244004,46047,189250,8707,61703,218340,756070,563130,98107,57229,14981,9854,12769,580152,444589,67986,42140,11596,6766,7075,4030.23,187.599715152733
"175","LA-02","Louisiana 2nd","Democratic","Cedric","Richmond","(SEH-druhk RICH-muhn)","/'sÄ_.d_ÍÄ_Ä»k 'Ä_ÄÈt_€.mÄ»n/","2010",1973,"Man","Black - African-American","Christian - Baptist","No","Re-elected",100,0,"85.8",0,"82.1",17.9,74.6,22.2,75.8,22.8,73.4,25.4,31.8,58.5,5.8,2.6,0.3,1.1,23.4,324,36.4,178,36798,426,331702,247490,73779,328306,248982,74893,321114,235554,81703,284269,284269,0,0,221564,190000,0,31564,230417,50146,754952,216579,464219,43268,18854,2148,9884,569251,180954,332980,32766,14768,1609,6174,1268.48,595.162714429869
"176","LA-03","Louisiana 3rd","Republican","Clay","Higgins","(KLAY HIG-inz)","/kleÄÈ 'hÄÈ.gÄÈnz/","2016",1961,"Man","White - Non-Hispanic","Christian - Protestant","No","Open - Ran for Senate and lost",17.5,80.7,"0",88,"21.8",78.2,29.2,67.3,32.3,66.1,34.1,64.2,71.5,22.8,2.8,1.3,0.4,1.1,21,367,24,373,44668,377,343025,100241,231017,333573,107611,220490,328353,111831,210951,320454,56215,258632,5607,236268,0,207926,28342,67070,240558,755596,520993,186297,23014,9949,3457,11886,561690,401739,128156,15956,7455,2469,5915,6983.32,108.200111121931
"177","LA-04","Louisiana 4th","Republican","Mike","Johnson","(MAHYK JAHN-suhn)","/maÄÈk 'd_ÍÄïn.sÄ»n/","2016",1972,"Man","White - Non-Hispanic","Christian - Southern Baptist","No","Open - Ran for Senate and lost",28.2,69.8,"0",73.4,"0",100,36.6,60.6,39.7,59,39.9,58.9,62.2,32.1,2.8,1,0.8,1.2,19.9,389,22.9,393,39748,419,318462,116599,192977,324250,128612,191416,317749,126899,187020,285985,80593,199750,5642,207919,0,152683,55236,0,187894,755334,450181,255509,24173,7098,6077,12296,566615,352616,181698,15802,5549,4410,6540,12435.1,60.7420929465786
"178","LA-05","Louisiana 5th","Republican","Ralph","Abraham","(RALF AY-bruh-ham)","/Ä_í_lf 'eÄÈ.bÄ_Ä».hí_Ä»m/","2014",1954,"Man","White - Non-Hispanic","Christian - Southern Baptist","No","Re-elected",0,100,"35.8",64.2,"0",100,34.1,63.5,37.7,61,36.7,62,63,33.2,1.9,0.7,0.4,0.8,16.8,414,19.7,420,36718,427,323409,110259,205258,329531,124102,201058,338332,124119,209705,255662,0,255662,0,209622,75006,134616,0,0,202536,755317,458328,265012,15313,5074,3155,8435,567467,357706,188300,10630,3925,2327,4579,14452.88,52.2606566995644
"179","LA-06","Louisiana 6th","Republican","Garret","Graves","(GAIR-ett GRAYVZ)","/'gÄ_.Ä_Ä_t gÄ_eÄÈvz/","2014",1972,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",23.9,72.8,"37.6",62.4,"0",100,31,64.8,32,66.1,30.9,67.5,71.9,21.1,3.6,2,0.4,0.9,27.9,237,30.8,259,59270,187,355951,110395,230700,345482,110416,228528,333531,103071,225094,331098,79202,241075,10821,222990,83781,139209,0,0,243553,756103,525673,173276,29563,14915,3401,9275,570182,410057,120462,20797,11497,2371,4998,4033.89,187.437684220442
"180","MA-01","Massachusetts 1st","Democratic","Richie","Neal","(RICH-ee NEEL)","/'Ä_ÄÈ.t_€i nil/","1988",1949,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",73.3,0,"98",0,"100",0,57.2,36.5,64,34.3,64.1,33.7,79.8,5.2,12,1.7,0.2,1.2,29.7,207,33.4,215,55716,220,339326,194036,123953,333678,213423,114339,332362,213130,112067,321539,235803,0,85736,171110,167612,0,3498,261936,0,727879,553044,40213,108819,12775,1160,11868,564391,450611,29164,67674,9478,925,6539,2350.29,309.697526688196
"181","MA-02","Massachusetts 2nd","Democratic","Jim","McGovern","(JIM mih-GUH-vurn)","/d_ÍÄÈm mÄÈ.'g_ë.vÄ»Ä_n/","1996",1959,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",98.2,0,"98.2",0,"100",0,56.2,36.8,58.7,39.2,60.2,37.3,83.4,3.5,6.9,4.4,0.2,1.6,38.4,93,39.4,145,64868,138,351423,197492,129437,339921,199549,133195,333290,200553,124192,280411,275487,0,4924,172745,169640,0,3105,259257,0,727319,588155,27902,61113,33246,1221,15682,566402,472209,20087,39337,24785,961,9023,1628,446.756142506143
"182","MA-03","Massachusetts 3rd","Democratic","Niki","Tsongas","(NICK-ee SAWNG-us)","/'nÄÈ.ki 'sÄîÅ†.gÄ»s/","2007 Special",1946,"Woman","White - Non-Hispanic","Christian - Episcopalian","No","Re-elected",68.7,31.2,"63",36.9,"66",34,58.2,35.4,56.9,41.4,58.8,39.4,75.2,2.6,14,6.4,0.1,1.7,37.4,103,41.4,123,77995,59,348563,202952,123347,332925,189461,137869,320411,188491,126175,344592,236713,107519,360,220946,139104,81638,204,212119,109372,727900,524287,19245,118080,49556,892,15840,549384,413034,14328,77053,35126,648,9195,757.86,960.467632544269
"183","MA-04","Massachusetts 4th","Democratic","Joe","Kennedy","(JOH KEN-eh-dee)","/d_Ío__ 'kÄ_.nÄ_.di/","2012",1980,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",70.1,29.8,"97.9",0,"63",37,59.2,35,57.2,41.3,60.7,38.1,88.2,2.1,3,5,0.1,1.5,51,25,50.3,59,98530,17,381767,225976,133705,370160,211895,152845,362027,219573,137933,379213,265823,113055,335,188098,184158,0,3940,221303,129936,729440,633759,15979,25674,37598,807,15623,556642,491050,11829,16960,27814,587,8402,668.27,1091.53485866491
"184","MA-05","Massachusetts 5th","Democratic","Katherine","Clark","(KATH-rinn KLARK)","/'kí_.‘ŸÄ_ÄÈn klÄïÄ_k/","2013 Special",1963,"Woman","White - Non-Hispanic","Christian - Protestant","No","Re-elected",98.6,0,"98.3",0,"75.6",24.4,69.3,25.7,65.2,33.1,66.2,32.1,77.1,4.5,6.5,9,0.1,2.8,57.4,9,59.6,27,92268,25,373498,258908,95922,362013,235984,119934,348496,230731,111908,289807,285606,0,4201,185260,182100,0,3160,257490,82944,727037,546918,34370,53303,66396,764,25286,579172,446442,25921,37589,52226,573,16421,265.08,2742.70786177758
"185","MA-06","Massachusetts 6th","Democratic","Seth","Moulton","(SETH MOLE-tuhn)","/sÄ_‘Ÿ 'mo__l.tÄ»n/","2014",1978,"Man","White - Non-Hispanic","Christian - Protestant","No","Re-elected",98.4,0,"55",41.1,"50.6",49.4,56.1,38.2,54.7,43.9,56.9,41.4,87.1,2.3,6,3.4,0.1,1.1,44,51,46.2,85,84913,40,401046,224858,153244,387259,212003,169966,373809,212823,154833,314055,308923,0,5132,272219,149638,111989,10592,180942,176612,727373,618612,17982,52252,26034,814,11679,564150,491341,12896,33896,18946,630,6441,526.79,1380.76463106741
"186","MA-07","Massachusetts 7th","Democratic","Mike","Capuano","(MIKE cap-yoo-AH-noh)","/maÄÈk èëkí_.pju.'Äï.no__/","1998",1952,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",98.6,0,"98.3",0,"100",0,84.1,11.9,82.5,15.6,81.9,16.7,48.8,20.5,16.7,9.8,0.2,4,42.9,58,64.5,15,60873,173,301939,254037,36018,283031,233382,44275,261402,214011,43558,256911,253354,0,3557,144546,142133,0,2413,210794,0,727839,320503,164496,141116,67289,1453,32982,599387,292724,122795,100037,58565,1110,24156,62.67,11613.8343705122
"187","MA-08","Massachusetts 8th","Democratic","Stephen","Lynch","(STEE-vuhn LINCH)","/'sti.vÄ»n lÄÈnt_€/","2001 Special",1955,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",72.4,27.5,"98.7",0,"76.2",23.8,60.4,34.4,57.8,40.8,57.9,40.5,79,6.9,4.3,6.5,0.2,3.2,46.8,36,50.3,59,82333,44,382917,231356,131624,369239,213364,150825,355472,205644,144128,374265,271019,102744,502,203351,200644,0,2707,263999,82242,725462,556481,55101,35933,47888,1158,28901,575118,454234,39422,24717,37427,874,18444,326.37,2222.82072494408
"188","MA-09","Massachusetts 9th","Democratic","Bill","Keating","(BILL KEE-ting)","/bÄÈl 'ki.Ä_ÄÈÅ†g/","2010",1952,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",55.7,33.6,"54.9",45,"64.6",35.4,52.5,41.8,55.5,43.1,57.8,40.6,90.2,2.1,3.4,1,0.3,2.9,35.9,122,37.5,164,68173,111,391289,205581,163643,382989,212701,165212,379234,219141,154059,379895,211790,127803,40302,255541,140413,114971,157,212754,116531,727380,643041,16405,31364,8180,2509,25881,574060,517813,12081,19512,5911,1911,16832,1214.74,598.794803826333
"189","MD-01","Maryland 1st","Republican","Andy","Harris","(ANN-dee HAIR-iss)","/'í_n.di 'hÄ_.Ä_ÄÈs/","2010",1957,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",28.6,67,"29.5",70.4,"30.2",69.8,33.5,61.9,37.7,60.4,38.4,59.6,83.2,11.1,2.8,1.8,0.2,1,30.6,187,32.2,234,69254,98,363917,121841,225249,355614,134072,214704,350766,134591,208958,362097,103622,242574,15901,250418,73843,176342,233,92812,214204,721003,587883,82279,23789,13367,1484,12201,556858,463526,61631,15365,9771,1173,5392,3977.06,181.290450734965
"190","MD-02","Maryland 2nd","Democratic","Dutch","Ruppersberger","(DUHTCH ROO-perz-berg-er)","/d_ët_€ 'Ä_u.pÄìÄ_z.èëbÄìÄ_.gÄ»Ä_/","2002",1946,"Man","White - Non-Hispanic","Christian - Methodist","No","Re-elected",62.1,33.1,"61.3",35.9,"67.8",32.2,60.2,35.6,63.1,35,60.6,37.5,58.8,29.9,4.7,4.6,0.3,1.7,33.4,155,33.4,215,69128,100,321234,193236,114461,309437,195114,108261,306022,185327,114710,309480,192183,102577,14720,196354,120412,70411,5531,194088,92071,717779,393132,230704,39026,32899,2355,19663,548029,322365,163682,25752,25102,1814,9314,348.88,2057.38076129328
"191","MD-03","Maryland 3rd","Democratic","John","Sarbanes","(JAHN SAR-bainz)","/d_ÍÄïn 'sÄïÄ_.beÄÈnz/","2006",1962,"Man","White - Non-Hispanic","Christian - Orthodox","No","Re-elected",63.2,33.9,"59.5",40.3,"69.3",30.7,62.9,32.1,60.7,37.1,60.1,38,66.2,18.7,6.8,6.4,0.2,1.7,47.2,34,51.7,53,83620,43,352627,221842,113317,335690,203772,124541,327633,196967,124481,339675,214640,115048,9987,215946,128594,87029,323,213747,94549,717166,451678,144608,55147,46293,1612,17828,561258,371738,104849,38079,35923,1248,9421,304.14,2358.01275728283
"192","MD-04","Maryland 4th","Democratic","Anthony","Brown","(ANN-thuh-nee BROWN)","/'í_n.‘ŸÄ».ni bÄ_a__n/","2016",1961,"Man","Black - African-American","Christian - Roman Catholic","No","Open - Ran for Senate and lost in primary",74.1,21.4,"70.2",28.3,"78.8",21.2,77.7,19.2,78.1,20.8,77.3,21.8,28.8,53.6,12.5,3.3,0.2,1.6,34,141,50.2,61,79350,55,330115,256575,63390,327230,255707,68196,320353,247508,69754,320650,237501,68670,14479,191837,134628,54217,2992,240385,64560,724534,197946,388849,98584,22443,1698,15014,546219,157327,292591,68150,17943,1312,8896,297.81,2432.87330848528
